id,count
1959,338
2424,338
2012164,338
391,337
490,337
658,337
977,337
1086,337
1335,337
1390,337
1787,337
1973,337
2400,337
2501,337
2590,337
3122,337
3293,337
3373,337
20191211,337
123,336
300,336
672,336
821,336
883,336
1009,336
1137,336
1139,336
1148,336
1316,336
1339,336
1450,336
1679,336
1752,336
2144,336
2227,336
2258,336
2391,336
2792,336
3160,336
4145,336
409,335
556,335
846,335
944,335
1168,335
1292,335
1622,335
2360,335
2863,335
2992,335
3086,335
344,334
430,334
483,334
564,334
624,334
627,334
1242,334
2200,334
2556,334
2579,334
2707,334
2796,334
2854,334
2939,334
3100,334
2012227,334
2012324,334
408,333
553,333
687,333
1023,333
1122,333
1298,333
1304,333
1550,333
1665,333
1687,333
1861,333
2053,333
2319,333
2578,333
2698,333
3140,333
4053,333
2012103,333
401,332
727,332
914,332
939,332
1440,332
1689,332
1813,332
1931,332
2139,332
2277,332
2874,332
2884,332
3311,332
3431,332
3445,332
3477,332
3556,332
584,331
761,331
991,331
1515,331
1640,331
1775,331
1875,331
2046,331
2452,331
3188,331
3333,331
245,330
573,330
578,330
986,330
1046,330
1854,330
1855,330
2503,330
2976,330
2988,330
3071,330
3237,330
339,329
525,329
559,329
780,329
893,329
1709,329
1751,329
1822,329
2072,329
2124,329
2571,329
2599,329
2623,329
3155,329
3409,329
3543,329
4101,329
2012213,329
26,328
128,328
416,328
434,328
476,328
593,328
610,328
757,328
979,328
1149,328
1464,328
1958,328
2552,328
2682,328
2892,328
3123,328
3313,328
3398,328
3416,328
423,327
539,327
1035,327
1164,327
1939,327
1978,327
2034,327
2285,327
2462,327
2715,327
2997,327
3113,327
3190,327
3227,327
3309,327
3442,327
2008069,327
2012143,327
283,326
828,326
1454,326
1574,326
2397,326
2485,326
2515,326
2585,326
3159,326
3185,326
51,325
223,325
238,325
332,325
555,325
825,325
1327,325
1635,325
1816,325
1878,325
1917,325
1992,325
2126,325
2127,325
2182,325
2318,325
738,324
1279,324
1286,324
1723,324
2353,324
2402,324
2567,324
3000,324
3067,324
3688,324
4075,324
4156,324
488,323
670,323
699,323
1107,323
1340,323
1528,323
1868,323
2559,323
3040,323
3147,323
3338,323
2012004,323
2012027,323
143,322
427,322
453,322
768,322
878,322
927,322
1099,322
1150,322
1891,322
1946,322
2048,322
2114,322
4089,322
2012260,322
386,321
623,321
815,321
982,321
1117,321
1269,321
1336,321
2410,321
2572,321
2699,321
2841,321
3547,321
4137,321
2012179,321
575,320
737,320
996,320
1087,320
1295,320
1420,320
1495,320
1786,320
1934,320
2157,320
2238,320
2447,320
2544,320
2550,320
2813,320
2957,320
2974,320
2995,320
3343,320
3496,320
273,319
767,319
938,319
1008,319
1160,319
1392,319
1862,319
2371,319
2413,319
2686,319
2812,319
2839,319
2890,319
3266,319
293,318
308,318
1016,318
1212,318
1603,318
1652,318
1668,318
1676,318
1811,318
1914,318
1989,318
2377,318
2775,318
2956,318
3234,318
3329,318
607,317
1373,317
2068,317
2230,317
2771,317
2946,317
3151,317
2012118,317
1216,316
1764,316
2112,316
2122,316
2265,316
2679,316
3282,316
3533,316
2008067,316
342,315
501,315
1006,315
1098,315
1477,315
1598,315
1627,315
1641,315
1661,315
1800,315
1883,315
1985,315
2148,315
2664,315
2748,315
3215,315
3358,315
3434,315
4055,315
437,314
440,314
484,314
594,314
783,314
1221,314
1636,314
1703,314
1925,314
2259,314
2607,314
2809,314
2950,314
2991,314
3288,314
3319,314
3331,314
3483,314
3647,314
3668,314
183,313
591,313
650,313
1963,313
2195,313
2519,313
2925,313
3337,313
3380,313
250,312
858,312
1299,312
1459,312
1561,312
1658,312
1692,312
1810,312
1842,312
1967,312
2118,312
2123,312
2530,312
2847,312
3422,312
3639,312
263,311
341,311
805,311
1541,311
1567,311
1633,311
1818,311
1988,311
2000,311
2056,311
2058,311
3073,311
4081,311
20200117,311
608,310
1517,310
1544,310
1823,310
2482,310
2545,310
2549,310
2570,310
2733,310
3339,310
3414,310
441,309
618,309
638,309
903,309
1036,309
2057,309
2130,309
2315,309
2685,309
4105,309
289,308
454,308
708,308
869,308
1209,308
1222,308
1245,308
1412,308
1705,308
1710,308
1981,308
2005,308
2309,308
2430,308
3130,308
3256,308
577,307
721,307
1175,307
1777,307
1913,307
1990,307
2390,307
2472,307
2557,307
3332,307
957,306
1505,306
1948,306
2049,306
322,305
880,305
1312,305
1840,305
1885,305
1979,305
2132,305
2193,305
2325,305
2531,305
2891,305
3180,305
3345,305
786,304
1573,304
1714,304
2223,304
2630,304
3064,304
3277,304
3385,304
4074,304
4080,304
2012286,304
552,303
1413,303
1415,303
1680,303
1750,303
2398,303
2763,303
2795,303
3724,303
596,302
654,302
961,302
1275,302
1374,302
1592,302
3350,302
3404,302
3704,302
167,301
947,301
1233,301
1267,301
1644,301
1767,301
1793,301
2155,301
2372,301
2563,301
2830,301
2934,301
3082,301
222,300
486,300
736,300
1065,300
1084,300
1195,300
1207,300
1306,300
1343,300
1685,300
2389,300
2604,300
2824,300
3153,300
3317,300
3359,300
4061,300
192,299
244,299
303,299
348,299
845,299
924,299
972,299
1182,299
1324,299
1399,299
1645,299
1923,299
2050,299
2154,299
2810,299
2836,299
3024,299
3322,299
2012193,299
290,298
456,298
500,298
619,298
814,298
852,298
1080,298
1145,298
1447,298
1866,298
1972,298
2061,298
2375,298
2842,298
3368,298
2012196,298
693,297
867,297
1051,297
1069,297
1254,297
1284,297
1317,297
1589,297
1743,297
1771,297
2224,297
3255,297
224,296
498,296
907,296
1711,296
2146,296
2175,296
3253,296
3541,296
295,295
818,295
859,295
1076,295
1623,295
1629,295
1983,295
1999,295
2177,295
3052,295
3177,295
3280,295
360,294
728,294
894,294
936,294
1126,294
1146,294
1167,294
1325,294
1551,294
1697,294
1789,294
474,293
535,293
1289,293
1380,293
1448,293
1724,293
1741,293
1820,293
1824,293
3096,293
3295,293
4112,293
2012154,293
323,292
889,292
931,292
956,292
973,292
1236,292
1721,292
1725,292
1727,292
2168,292
2476,292
2513,292
2785,292
3186,292
3197,292
3389,292
3524,292
2009019,292
2012156,292
2012359,292
950,291
1248,291
1647,291
1993,291
2162,291
3136,291
3360,291
3525,291
4115,291
202,290
214,290
262,290
388,290
1038,290
1500,290
1666,290
1696,290
1892,290
2984,290
3316,290
387,289
598,289
775,289
1119,289
1218,289
1650,289
1651,289
1915,289
2045,289
2225,289
3139,289
52,288
390,288
796,288
871,288
1071,288
1174,288
1401,288
1688,288
1953,288
2760,288
3315,288
3384,288
4065,288
523,287
1604,287
1731,287
1937,287
2577,287
3286,287
21,286
781,286
1224,286
1874,286
2166,286
2741,286
2979,286
3179,286
2012344,286
819,285
1309,285
1626,285
1669,285
2593,285
3465,285
3551,285
2012145,285
2012276,285
316,284
507,284
983,284
1516,284
1619,284
2749,284
3258,284
3535,284
4123,284
298,283
742,283
1105,283
1503,283
1510,283
1667,283
1737,283
1817,283
2051,283
2125,283
3264,283
3351,283
4131,283
2009047,283
2012025,283
2012223,283
186,282
260,282
688,282
771,282
826,282
887,282
974,282
1012,282
1161,282
1531,282
1858,282
2012329,282
198,281
334,281
439,281
545,281
592,281
595,281
898,281
1642,281
1657,281
2431,281
2803,281
3402,281
3650,281
896,280
1238,280
1691,280
2330,280
19,279
166,279
247,279
269,279
307,279
606,279
970,279
988,279
1021,279
1045,279
2012095,279
2012249,279
526,278
694,278
744,278
928,278
1199,278
1628,278
1672,278
1860,278
2059,278
4150,278
288,277
413,277
469,277
475,277
1234,277
1394,277
1832,277
1945,277
2008076,277
2012140,277
2012204,277
2012306,277
294,276
315,276
657,276
935,276
1451,276
1549,276
1955,276
3035,276
4122,276
2012035,276
2012222,276
2012256,276
2012257,276
79,275
138,275
343,275
641,275
824,275
1315,275
1726,275
2303,275
3279,275
2009028,275
2012172,275
152,274
333,274
590,274
751,274
803,274
809,274
901,274
917,274
1031,274
2047,274
2425,274
3447,274
4125,274
2008033,274
2012066,274
2012157,274
2012343,274
28,273
129,273
452,273
494,273
692,273
870,273
1123,273
1702,273
1834,273
1838,273
1893,273
2354,273
3536,273
4107,273
145,272
221,272
583,272
967,272
1095,272
1686,272
2791,272
3081,272
3114,272
4073,272
4126,272
2008028,272
2012134,272
2012146,272
2012244,272
2012333,272
32,271
253,271
730,271
937,271
1037,271
1404,271
1662,271
1919,271
3045,271
2012177,271
2012299,271
2012338,271
255,270
362,270
374,270
472,270
741,270
743,270
895,270
1030,270
1305,270
1352,270
1632,270
1896,270
2525,270
3042,270
4119,270
4133,270
2012012,270
337,269
496,269
813,269
888,269
905,269
1000,269
1630,269
1765,269
2115,269
2248,269
2012198,269
50,268
375,268
541,268
684,268
912,268
920,268
999,268
1277,268
1410,268
1699,268
1759,268
1774,268
4090,268
22,267
229,267
777,267
1083,267
1976,267
764,266
1121,266
1467,266
1730,266
1853,266
2639,266
2932,266
3411,266
4129,266
2012226,266
12,265
144,265
497,265
560,265
1191,265
1372,265
1429,265
1682,265
1683,265
1701,265
4078,265
56,264
951,264
1082,264
2062,264
2012221,264
2012268,264
23,263
149,263
188,263
264,263
284,263
422,263
625,263
735,263
785,263
810,263
1089,263
1735,263
3294,263
2009026,263
2012092,263
2012229,263
137,262
141,262
349,262
382,262
960,262
1542,262
2141,262
2012160,262
714,261
908,261
1805,261
3276,261
4128,261
4153,261
2008078,261
17,260
36,260
311,260
637,260
884,260
940,260
1409,260
1708,260
1770,260
2129,260
2220,260
3283,260
2012021,260
2012030,260
2012062,260
2012083,260
3,259
162,259
820,259
1258,259
1423,259
1716,259
1903,259
2672,259
2781,259
2009016,259
2012185,259
156,258
380,258
681,258
800,258
811,258
1424,258
1536,258
1901,258
4132,258
4168,258
366,257
603,257
712,257
1058,257
1235,257
1364,257
1620,257
1802,257
1951,257
1987,257
2008021,257
78,256
473,256
518,256
876,256
932,256
1255,256
2012292,256
2012342,256
4,255
40,255
111,255
161,255
882,255
913,255
1075,255
1684,255
1803,255
1907,255
2042,255
2291,255
2009021,255
2009051,255
2012067,255
2012075,255
2012108,255
2012321,255
153,254
230,254
537,254
581,254
1200,254
1361,254
1694,254
1902,254
4110,254
2008046,254
2009042,254
2012056,254
2012352,254
90,253
150,253
326,253
336,253
776,253
909,253
990,253
1678,253
1785,253
2009059,253
2012125,253
2012171,253
2012278,253
15,252
136,252
140,252
236,252
274,252
784,252
834,252
1007,252
2178,252
3303,252
2012325,252
170,251
179,251
228,251
830,251
1067,251
1583,251
2159,251
2468,251
2009012,251
2012127,251
2012159,251
85,250
101,250
395,250
954,250
965,250
1034,250
1462,250
1776,250
4068,250
2008065,250
2012104,250
2012250,250
157,249
175,249
248,249
355,249
385,249
421,249
587,249
865,249
868,249
1133,249
1398,249
1827,249
4141,249
2008052,249
2009010,249
2009063,249
2012330,249
124,248
155,248
178,248
181,248
528,248
1290,248
1821,248
2012124,248
2012149,248
2012265,248
7,247
275,247
1259,247
1829,247
2293,247
2012013,247
2012205,247
450,246
589,246
770,246
948,246
1159,246
2009003,246
142,245
151,245
204,245
209,245
404,245
449,245
1715,245
2012168,245
11,244
75,244
562,244
875,244
2109,244
4120,244
2012036,244
2012046,244
2012136,244
2012357,244
18,243
53,243
122,243
505,243
715,243
791,243
2012270,243
2012282,243
2012315,243
249,242
358,242
459,242
557,242
1329,242
1673,242
2012045,242
14,241
42,241
86,241
132,241
325,241
586,241
842,241
877,241
2008060,241
2012148,241
219,240
278,240
750,240
1435,240
1439,240
4159,240
2012023,240
2012040,240
2012153,240
20120125,240
47,239
82,239
135,239
147,239
381,239
399,239
482,239
1655,239
1671,239
1675,239
4144,239
2009068,239
2012251,239
406,238
420,238
489,238
1276,238
1736,238
2290,238
2747,238
2012064,238
2012114,238
97,237
233,237
922,237
1060,237
1717,237
4167,237
2012099,237
2012192,237
2012272,237
154,236
215,236
1049,236
1463,236
3580,236
4157,236
2009013,236
2012009,236
2012088,236
24,235
57,235
200,235
270,235
1180,235
1674,235
2008009,235
2012028,235
2012053,235
2012093,235
2012220,235
189,234
225,234
287,234
397,234
532,234
666,234
1377,234
2008098,234
2012353,234
234,233
451,233
481,233
554,233
874,233
1631,233
2012016,233
2012069,233
2012091,233
2012163,233
6,232
164,232
172,232
191,232
276,232
317,232
418,232
3087,232
2008092,232
2009043,232
2012123,232
106,231
185,231
285,231
841,231
4142,231
4149,231
2009008,231
2012029,231
2012031,231
2012166,231
2012341,231
2,230
510,230
799,230
3001,230
4127,230
4138,230
2008026,230
2008064,230
2012128,230
2012194,230
2012206,230
2012219,230
277,229
411,229
904,229
2008072,229
2009020,229
2012020,229
2012057,229
2012112,229
2012207,229
2012305,229
732,228
1032,228
4082,228
2008032,228
2012024,228
2012034,228
2012063,228
2012182,228
2012231,228
2012289,228
13,227
110,227
272,227
655,227
2008020,227
2008035,227
2012032,227
2012293,227
2012320,227
2012366,227
199,226
282,226
3405,226
2009011,226
2009039,226
2012183,226
2012308,226
8,225
10,225
20,225
96,225
203,225
639,225
1912,225
4135,225
4161,225
2012001,225
2012022,225
2012126,225
2012175,225
2012176,225
2012218,225
2012335,225
2012349,225
31,224
417,224
902,224
4154,224
2008015,224
2009006,224
2012203,224
2012247,224
27,223
71,223
522,223
1151,223
2008066,223
2012026,223
2012047,223
2012121,223
81,222
240,222
392,222
4147,222
2009065,222
2012038,222
2012098,222
2012101,222
2012323,222
2012358,222
109,221
373,221
1204,221
2012033,221
2012039,221
2012058,221
2012065,221
2012102,221
2012110,221
2012174,221
2012339,221
2012345,221
55,220
60,220
108,220
403,220
424,220
4071,220
2008002,220
2008099,220
2009038,220
2009064,220
2012298,220
2012328,220
2012355,220
25,219
80,219
487,219
1441,219
3542,219
2008029,219
2009009,219
2012014,219
2012082,219
2012186,219
2012200,219
2012225,219
1,218
92,218
127,218
206,218
279,218
2008045,218
2012017,218
2012049,218
2012073,218
2012111,218
2012113,218
2012210,218
2012318,218
5,217
48,217
76,217
83,217
87,217
89,217
297,217
367,217
2008016,217
2008019,217
2008087,217
2008094,217
2008100,217
2009007,217
2009066,217
2009069,217
2012006,217
2012178,217
2012271,217
158,216
280,216
1920,216
4066,216
2008005,216
2009048,216
2010001,216
2012051,216
2012120,216
2012258,216
2012275,216
2012317,216
94,215
120,215
226,215
252,215
378,215
1198,215
4171,215
2008081,215
2012018,215
2012090,215
2012170,215
2012195,215
2012216,215
2012217,215
2012316,215
9,214
37,214
91,214
133,214
194,214
235,214
256,214
458,214
827,214
2008030,214
2008054,214
2008091,214
2009046,214
2012137,214
2012277,214
2012287,214
2012295,214
2012346,214
2012351,214
49,213
208,213
918,213
2008024,213
2008049,213
2009004,213
2009060,213
2012003,213
2012041,213
2012119,213
2012211,213
2012237,213
2012246,213
2013004,213
207,212
217,212
2008074,212
2008097,212
2012068,212
2012180,212
2012302,212
2012337,212
2012363,212
195,211
211,211
296,211
346,211
2008102,211
2009040,211
2012037,211
2012072,211
2012197,211
2012232,211
2012280,211
2012281,211
2012350,211
70,210
310,210
312,210
318,210
350,210
2008070,210
2008095,210
2012087,210
2012132,210
2012202,210
2012224,210
2012239,210
2012243,210
2012253,210
2012274,210
30,209
61,209
2008006,209
2008090,209
2009025,209
2012008,209
2012010,209
2012096,209
2012161,209
2012199,209
2012294,209
2012334,209
2012347,209
100,208
2008073,208
2008086,208
2008106,208
2009001,208
2009024,208
2009067,208
2012060,208
2012070,208
2012162,208
2012242,208
242,207
319,207
2008018,207
2008031,207
2008059,207
2008077,207
2009050,207
2010005,207
2012061,207
2012326,207
33,206
43,206
72,206
98,206
241,206
4116,206
2009027,206
2009035,206
2009058,206
2012071,206
2012144,206
2012189,206
2012234,206
2012269,206
73,205
95,205
4160,205
2008022,205
2008039,205
2009017,205
2012054,205
2012130,205
2012150,205
2012322,205
2012356,205
2012360,205
59,204
84,204
271,204
338,204
376,204
2008007,204
2008008,204
2009029,204
2010004,204
2012050,204
2012077,204
2012215,204
2012252,204
2012266,204
58,203
4173,203
2008010,203
2008023,203
2008027,203
2008101,203
2009041,203
2012116,203
2012184,203
121,202
163,202
328,202
371,202
2008004,202
2008082,202
2012019,202
2012139,202
2012151,202
2012169,202
327,201
347,201
361,201
2008061,201
2008083,201
2008089,201
2008096,201
2012048,201
2012078,201
2012167,201
2012187,201
2012214,201
2012233,201
2012291,201
2012301,201
39,200
232,200
4088,200
2008047,200
2008105,200
2012005,200
2012086,200
2012173,200
2012304,200
169,199
340,199
946,199
2008063,199
2009002,199
2009052,199
2010006,199
2012015,199
2012044,199
2012052,199
2012254,199
2012319,199
2012336,199
2008062,198
2009044,198
2009062,198
2012059,198
2012188,198
2012262,198
2012309,198
2012362,198
134,197
2008003,197
2012081,197
2012138,197
2012273,197
2012327,197
112,196
2008048,196
2008068,196
2009036,196
2012011,196
2012043,196
2012074,196
2012263,196
2012279,196
2012365,196
261,195
2008050,195
2008056,195
2008071,195
2009014,195
2010003,195
2012042,195
2012208,195
2012284,195
2012300,195
2012340,195
38,194
46,194
184,194
2009005,194
2009023,194
2012165,194
2012267,194
2012313,194
299,193
2008012,193
2008055,193
2009033,193
2009054,193
2010002,193
2012080,193
2012094,193
2012141,193
2012241,193
2012248,193
2012297,193
77,192
93,192
113,192
2008037,192
2008053,192
2008080,192
2008093,192
2009031,192
2012109,192
2012283,192
2012348,192
2012354,192
306,191
356,191
4169,191
2008051,191
2009030,191
2009037,191
2012312,191
2008025,190
2012238,190
2012310,190
2012314,190
34,189
88,189
2008013,189
2008085,189
2008104,189
2009022,189
2009049,189
2012105,189
2012245,189
2012303,189
44,188
4165,188
2008038,188
2012152,188
2012236,188
2012259,188
99,187
104,187
4124,187
2012133,187
2012296,187
2013003,187
45,186
160,186
2009056,186
2009061,186
2012129,186
2012332,186
165,185
4148,185
2012076,185
2012097,185
74,184
2009055,184
210,183
212,183
4164,183
2012100,183
2012235,183
2012311,183
4067,182
2012122,182
2012240,182
2012261,182
2012288,182
353,181
2008084,181
2009057,181
2012135,181
2012255,181
2008014,180
2008034,180
2012117,180
2012131,180
2012147,180
2012307,180
103,179
171,179
377,179
2008042,179
2009032,179
35,178
62,178
2008088,178
2008103,178
2008017,177
2008041,177
2013008,177
54,176
2008057,176
2012055,176
131,175
2008044,175
2012089,175
2012142,175
4146,174
2008058,173
2012364,172
2008040,171
2009053,171
2008001,170
2013007,170
2008036,169
2009034,169
2013006,169
105,168
2009045,168
4076,167
4091,166
2012181,166
2008043,165
2013002,165
69,164
130,164
201,163
4174,163
2008079,163
63,162
4136,162
102,160
4152,159
335,153
2013005,147
4163,136
8086,135
2013001,134
4172,105
2332,59
4175,53
41,42
66,42
4170,40
1481,39
64,35
114,34
910,30
547,28
561,27
119,26
463,26
2012367,25
20200119,24
68,23
20191210,18
20200116,18
67,17
20120124,17
2012000,16
65,15
32780,13
20191212,13
2009070,12
2010000,12
2010007,12
20120126,12
24884,9
32749,9
32758,9
2008107,9
32762,8
32732,7
32743,7
2008000,6
25191,5
32738,5
32763,5
252110,5
2009000,5
32740,4
32745,4
32746,4
32757,4
32761,4
32765,4
32767,4
32770,4
32731,3
32748,3
32756,3
32764,3
32772,3
32773,3
32781,3
4190,2
14094,2
32733,2
32739,2
32741,2
32742,2
32760,2
32769,2
32778,2
32779,2
6380,1
32734,1
32735,1
32736,1
32737,1
32744,1
32747,1
32750,1
32752,1
32753,1
32754,1
32755,1
32759,1
32766,1
32768,1
32771,1
32774,1
32775,1
32776,1
40234,1
11656810,1
20120101,1
65649225,1
71624567,1
95758036,1
